elapsed_s,rss_mb,uss_mb,handles,threads,cpu_pct,delta_mb,note
552.0,60.6,43.0,540,48,0.0,0.0,
553.0,60.6,43.0,540,48,0.0,0.0,
554.0,60.6,43.0,540,48,0.0,0.0,
555.0,60.6,43.0,540,48,0.0,-0.0,
556.0,60.6,43.0,540,48,0.0,0.0,
557.0,60.6,43.0,540,48,0.0,0.0,
558.0,60.6,43.0,540,48,0.0,0.0,
559.0,60.6,43.0,540,48,0.0,0.0,
560.0,60.6,43.0,540,48,0.0,0.0,
561.0,60.6,43.0,540,48,0.0,0.0,
562.0,60.6,43.0,540,48,0.0,0.0,
563.1,60.6,43.0,540,48,0.0,0.0,
564.1,60.6,43.0,540,48,0.0,0.0,
565.1,60.6,43.0,540,48,0.0,0.0,
566.1,60.6,43.0,540,48,0.0,0.0,
567.1,60.6,43.0,540,48,0.0,0.0,
568.1,60.6,43.0,540,48,0.0,0.0,
569.1,60.6,43.0,540,48,0.0,0.0,
570.1,60.6,43.0,540,48,0.0,0.0,
571.1,60.6,43.0,540,48,0.0,0.0,
572.1,60.6,43.0,540,48,0.0,0.0,
573.1,60.6,43.0,540,48,0.0,0.0,
574.2,60.6,43.0,540,48,0.0,0.0,
575.2,60.6,43.0,540,48,0.0,0.0,
576.2,60.6,43.0,540,48,0.0,0.0,
577.2,60.6,43.0,540,48,0.0,0.0,
578.2,60.6,43.0,540,48,0.0,0.0,
579.2,60.6,43.0,540,48,0.0,0.0,
580.2,60.6,43.0,540,48,0.0,0.0,
581.2,60.6,43.0,540,48,0.0,0.0,
582.2,60.6,43.0,540,48,0.0,0.0,
583.2,60.6,43.0,540,48,0.0,0.0,
584.2,60.6,43.0,540,48,0.0,0.0,
585.3,60.6,43.0,540,48,0.0,0.0,
586.3,60.6,43.0,540,48,0.0,0.0,
587.3,60.6,43.0,540,48,0.0,0.0,
588.3,60.6,43.0,540,48,0.0,0.0,
589.3,60.6,43.0,540,48,0.0,0.0,
590.3,60.6,43.0,540,48,0.0,0.0,
591.3,60.6,43.0,540,48,0.0,0.0,
592.3,60.6,43.0,540,48,0.0,0.0,
593.3,60.6,43.0,540,48,0.0,0.0,
594.3,60.6,43.0,540,48,0.0,0.0,
595.3,60.6,43.0,540,48,0.0,0.0,
596.4,60.6,43.0,540,48,0.0,0.0,
597.4,60.6,43.0,540,48,0.0,0.0,
598.4,60.6,43.0,540,48,0.0,0.0,
599.4,60.6,43.0,540,50,0.0,0.1,
600.4,60.6,43.0,540,50,0.0,0.0,
